customer_id;checking_account;duration_moonths;credit_history;purpose;credit_amount;savings;present_employment_since;installment_rate;personal_status_sex;other_deptors;present_residence;property;age_yearsyears;other_installment_plans;housing;existing_credits;job;people_liable_maintenance;telephone;foreign_worker;response
739;No checking account;6;critical account/other credits existing (not at this bank);car (new);6761;... <  51 euro;4  <= ... < 7 years;1;male   : single;none;3;unknown / no property;45;none;own;2;management/ self-employed/highly qualified employee/ officer;2;yes, registered under the customers name;yes;0
740;0 <= ... <  102 euro;30;no credits taken/ all credits paid back duly;business;4280;51 <= ... <  255 euro;1  <= ... < 4 years;4;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;26;none;rent;2;unskilled - resident;1;none;yes;1
741;... <  0 euro;24;all credits at this bank paid back duly;car (new);2325;51 <= ... <  255 euro;4  <= ... < 7 years;2;male   : single;none;3;(if not optin 1 or 2) car or other, not in attribute;32;bank;own;1;skilled employee / official;1;none;yes;0
742;0 <= ... <  102 euro;10;all credits at this bank paid back duly;radio/television;1048;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;4;real estate;23;stores;own;1;unskilled - resident;1;none;yes;0
743;No checking account;21;existing credits paid back duly till now;radio/television;3160;unknown/ no savings account;.. >= 7 years;4;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;41;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
744;... <  0 euro;24;all credits at this bank paid back duly;furniture/equipment;2483;255 euro <= ... < 511 euro;1  <= ... < 4 years;4;male   : single;none;4;real estate;22;stores;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
745;... <  0 euro;39;critical account/other credits existing (not at this bank);furniture/equipment;14179;unknown/ no savings account;4  <= ... < 7 years;4;male   : single;none;4;(if not real estate) building society savings agreement/ life insurance;30;none;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
746;... <  0 euro;13;critical account/other credits existing (not at this bank);business;1797;... <  51 euro;... < 1 year;3;male   : single;none;1;(if not real estate) building society savings agreement/ life insurance;28;bank;own;2;unskilled - resident;1;none;yes;0
747;... <  0 euro;15;existing credits paid back duly till now;car (new);2511;... <  51 euro;unemployed;1;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;23;none;rent;1;skilled employee / official;1;none;yes;0
748;... <  0 euro;12;existing credits paid back duly till now;car (new);1274;... <  51 euro;... < 1 year;3;female : divorced/separated/married;none;1;real estate;37;none;own;1;unskilled - resident;1;none;yes;1
749;No checking account;21;existing credits paid back duly till now;car (used);5248;unknown/ no savings account;1  <= ... < 4 years;1;male   : single;none;3;(if not optin 1 or 2) car or other, not in attribute;26;none;own;1;skilled employee / official;1;none;yes;0
750;No checking account;15;existing credits paid back duly till now;car (used);3029;... <  51 euro;4  <= ... < 7 years;2;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;33;none;own;1;skilled employee / official;1;none;yes;0
751;... <  0 euro;6;existing credits paid back duly till now;furniture/equipment;428;... <  51 euro;.. >= 7 years;2;female : divorced/separated/married;none;1;(if not real estate) building society savings agreement/ life insurance;49;bank;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
752;... <  0 euro;18;existing credits paid back duly till now;car (new);976;... <  51 euro;... < 1 year;1;female : divorced/separated/married;none;2;(if not optin 1 or 2) car or other, not in attribute;23;none;own;1;unskilled - resident;1;none;yes;1
753;0 <= ... <  102 euro;12;existing credits paid back duly till now;business;841;51 <= ... <  255 euro;4  <= ... < 7 years;2;female : divorced/separated/married;none;4;real estate;23;none;rent;1;unskilled - resident;1;none;yes;0
754;No checking account;30;critical account/other credits existing (not at this bank);radio/television;5771;... <  51 euro;4  <= ... < 7 years;4;female : divorced/separated/married;none;2;(if not optin 1 or 2) car or other, not in attribute;25;none;own;2;skilled employee / official;1;none;yes;0
755;No checking account;12;delay in paying off in the past;repairs;1555;.. >= 511 euro;.. >= 7 years;4;male   : single;none;4;unknown / no property;55;none;for free;2;skilled employee / official;2;none;yes;1
756;... <  0 euro;24;existing credits paid back duly till now;car (new);1285;unknown/ no savings account;4  <= ... < 7 years;4;female : divorced/separated/married;none;4;unknown / no property;32;none;rent;1;skilled employee / official;1;none;yes;1
757;>= 102 euro;6;critical account/other credits existing (not at this bank);car (new);1299;... <  51 euro;1  <= ... < 4 years;1;male   : single;none;1;real estate;74;none;own;3;unemployed/ unskilled  - non-resident;2;none;no;0
758;>= 102 euro;15;critical account/other credits existing (not at this bank);radio/television;1271;unknown/ no savings account;1  <= ... < 4 years;3;male   : single;none;4;unknown / no property;39;none;for free;2;skilled employee / official;1;yes, registered under the customers name;yes;1
759;No checking account;24;existing credits paid back duly till now;car (new);1393;... <  51 euro;1  <= ... < 4 years;2;male   : single;guarantor;2;real estate;31;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
760;... <  0 euro;12;critical account/other credits existing (not at this bank);car (new);691;... <  51 euro;.. >= 7 years;4;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;35;none;own;2;skilled employee / official;1;none;yes;1
761;No checking account;15;critical account/other credits existing (not at this bank);car (new);5045;unknown/ no savings account;.. >= 7 years;1;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;59;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
762;... <  0 euro;18;critical account/other credits existing (not at this bank);furniture/equipment;2124;... <  51 euro;1  <= ... < 4 years;4;female : divorced/separated/married;none;4;real estate;24;none;rent;2;skilled employee / official;1;none;yes;1
763;... <  0 euro;12;existing credits paid back duly till now;radio/television;2214;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;24;none;own;1;unskilled - resident;1;none;yes;0
764;No checking account;21;critical account/other credits existing (not at this bank);car (new);12680;unknown/ no savings account;.. >= 7 years;4;male   : single;none;4;unknown / no property;30;none;for free;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;1
765;No checking account;24;critical account/other credits existing (not at this bank);car (new);2463;51 <= ... <  255 euro;4  <= ... < 7 years;4;male   : married/widowed;none;3;(if not real estate) building society savings agreement/ life insurance;27;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
766;0 <= ... <  102 euro;12;existing credits paid back duly till now;radio/television;1155;... <  51 euro;.. >= 7 years;3;male   : married/widowed;guarantor;3;real estate;40;bank;own;2;unskilled - resident;1;none;yes;0
767;... <  0 euro;30;existing credits paid back duly till now;furniture/equipment;3108;... <  51 euro;... < 1 year;2;male   : divorced/separated;none;4;(if not real estate) building society savings agreement/ life insurance;31;none;own;1;unskilled - resident;1;none;yes;1
768;No checking account;10;existing credits paid back duly till now;car (used);2901;unknown/ no savings account;... < 1 year;1;female : divorced/separated/married;none;4;real estate;31;none;rent;1;skilled employee / official;1;none;yes;0
769;0 <= ... <  102 euro;12;critical account/other credits existing (not at this bank);furniture/equipment;3617;... <  51 euro;.. >= 7 years;1;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;28;none;rent;3;skilled employee / official;1;yes, registered under the customers name;yes;0
770;No checking account;12;critical account/other credits existing (not at this bank);radio/television;1655;... <  51 euro;.. >= 7 years;2;male   : single;none;4;real estate;63;none;own;2;unskilled - resident;1;yes, registered under the customers name;yes;0
771;... <  0 euro;24;existing credits paid back duly till now;car (used);2812;unknown/ no savings account;.. >= 7 years;2;female : divorced/separated/married;none;4;real estate;26;none;rent;1;skilled employee / official;1;none;yes;0
772;... <  0 euro;36;critical account/other credits existing (not at this bank);education;8065;... <  51 euro;1  <= ... < 4 years;3;female : divorced/separated/married;none;2;unknown / no property;25;none;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;1
773;No checking account;21;critical account/other credits existing (not at this bank);car (used);3275;... <  51 euro;.. >= 7 years;1;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;36;none;own;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
774;No checking account;24;critical account/other credits existing (not at this bank);radio/television;2223;51 <= ... <  255 euro;.. >= 7 years;4;male   : single;none;4;(if not real estate) building society savings agreement/ life insurance;52;bank;own;2;skilled employee / official;1;none;yes;0
775;>= 102 euro;12;critical account/other credits existing (not at this bank);car (new);1480;255 euro <= ... < 511 euro;unemployed;2;male   : single;none;4;unknown / no property;66;bank;for free;3;unemployed/ unskilled  - non-resident;1;none;yes;0
776;... <  0 euro;24;existing credits paid back duly till now;car (new);1371;unknown/ no savings account;1  <= ... < 4 years;4;female : divorced/separated/married;none;4;real estate;25;none;rent;1;skilled employee / official;1;none;yes;1
777;No checking account;36;critical account/other credits existing (not at this bank);car (new);3535;... <  51 euro;4  <= ... < 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;37;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
778;... <  0 euro;18;existing credits paid back duly till now;radio/television;3509;... <  51 euro;4  <= ... < 7 years;4;female : divorced/separated/married;guarantor;1;real estate;25;none;own;1;skilled employee / official;1;none;yes;0
779;No checking account;36;critical account/other credits existing (not at this bank);car (used);5711;.. >= 511 euro;.. >= 7 years;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;38;none;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
780;0 <= ... <  102 euro;18;existing credits paid back duly till now;repairs;3872;... <  51 euro;unemployed;2;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;-67;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
781;0 <= ... <  102 euro;39;critical account/other credits existing (not at this bank);radio/television;4933;... <  51 euro;4  <= ... < 7 years;2;male   : single;guarantor;2;real estate;25;none;own;2;skilled employee / official;1;none;yes;1
782;No checking account;24;critical account/other credits existing (not at this bank);car (new);1940;.. >= 511 euro;.. >= 7 years;4;male   : single;none;4;real estate;60;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
783;0 <= ... <  102 euro;12;no credits taken/ all credits paid back duly;retraining;1410;... <  51 euro;1  <= ... < 4 years;2;male   : single;none;2;real estate;31;none;own;1;unskilled - resident;1;yes, registered under the customers name;yes;0
784;0 <= ... <  102 euro;12;existing credits paid back duly till now;car (new);836;51 <= ... <  255 euro;... < 1 year;4;female : divorced/separated/married;none;2;(if not real estate) building society savings agreement/ life insurance;23;bank;own;1;unskilled - resident;1;none;yes;1
785;0 <= ... <  102 euro;20;existing credits paid back duly till now;car (used);6468;unknown/ no savings account;unemployed;1;male   : divorced/separated;none;4;real estate;60;none;own;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
786;0 <= ... <  102 euro;18;existing credits paid back duly till now;business;1941;.. >= 511 euro;1  <= ... < 4 years;4;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;35;none;own;1;unskilled - resident;1;yes, registered under the customers name;yes;0
787;No checking account;22;existing credits paid back duly till now;radio/television;2675;255 euro <= ... < 511 euro;.. >= 7 years;3;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;40;none;own;1;skilled employee / official;1;none;yes;0
788;No checking account;48;critical account/other credits existing (not at this bank);car (used);2751;unknown/ no savings account;.. >= 7 years;4;male   : single;none;3;(if not optin 1 or 2) car or other, not in attribute;38;none;own;2;skilled employee / official;2;yes, registered under the customers name;yes;0
789;0 <= ... <  102 euro;48;delay in paying off in the past;education;6224;... <  51 euro;.. >= 7 years;4;male   : single;none;4;unknown / no property;50;none;for free;1;skilled employee / official;1;none;yes;1
790;... <  0 euro;40;critical account/other credits existing (not at this bank);education;5998;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;3;unknown / no property;27;bank;own;1;skilled employee / official;1;yes, registered under the customers name;yes;1
791;0 <= ... <  102 euro;21;existing credits paid back duly till now;business;1188;... <  51 euro;.. >= 7 years;2;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;39;none;own;1;skilled employee / official;2;none;yes;1
792;No checking account;24;existing credits paid back duly till now;car (used);6313;unknown/ no savings account;.. >= 7 years;3;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;41;none;own;1;management/ self-employed/highly qualified employee/ officer;2;yes, registered under the customers name;yes;0
793;No checking account;6;critical account/other credits existing (not at this bank);furniture/equipment;1221;unknown/ no savings account;1  <= ... < 4 years;1;male   : married/widowed;none;2;(if not real estate) building society savings agreement/ life insurance;27;none;own;2;skilled employee / official;1;none;yes;0
794;>= 102 euro;24;existing credits paid back duly till now;furniture/equipment;2892;... <  51 euro;.. >= 7 years;3;male   : divorced/separated;none;4;unknown / no property;51;none;for free;1;skilled employee / official;1;none;yes;0
795;No checking account;24;existing credits paid back duly till now;furniture/equipment;3062;255 euro <= ... < 511 euro;.. >= 7 years;4;male   : single;none;3;unknown / no property;32;none;rent;1;skilled employee / official;1;yes, registered under the customers name;yes;0
796;No checking account;9;existing credits paid back duly till now;furniture/equipment;2301;51 <= ... <  255 euro;... < 1 year;2;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;22;none;rent;1;skilled employee / official;1;none;yes;0
797;... <  0 euro;18;existing credits paid back duly till now;car (used);7511;unknown/ no savings account;.. >= 7 years;1;male   : single;none;4;(if not real estate) building society savings agreement/ life insurance;51;none;for free;1;skilled employee / official;2;yes, registered under the customers name;yes;1
798;No checking account;12;critical account/other credits existing (not at this bank);furniture/equipment;1258;... <  51 euro;... < 1 year;2;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;22;none;rent;2;unskilled - resident;1;none;yes;0
799;No checking account;24;delay in paying off in the past;car (new);717;unknown/ no savings account;.. >= 7 years;4;male   : married/widowed;none;4;(if not optin 1 or 2) car or other, not in attribute;54;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
800;0 <= ... <  102 euro;9;existing credits paid back duly till now;car (new);1549;unknown/ no savings account;... < 1 year;4;male   : single;none;2;real estate;35;none;own;1;unemployed/ unskilled  - non-resident;1;none;yes;0
801;No checking account;24;critical account/other credits existing (not at this bank);education;1597;... <  51 euro;.. >= 7 years;4;male   : single;none;4;unknown / no property;54;none;for free;2;skilled employee / official;2;none;yes;0
802;0 <= ... <  102 euro;18;critical account/other credits existing (not at this bank);radio/television;1795;... <  51 euro;.. >= 7 years;3;female : divorced/separated/married;guarantor;4;real estate;48;bank;rent;2;unskilled - resident;1;yes, registered under the customers name;yes;0
803;... <  0 euro;20;critical account/other credits existing (not at this bank);furniture/equipment;4272;... <  51 euro;.. >= 7 years;1;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;24;none;own;2;skilled employee / official;1;none;yes;0
804;No checking account;12;critical account/other credits existing (not at this bank);radio/television;976;unknown/ no savings account;.. >= 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;35;none;own;2;skilled employee / official;1;none;yes;0
805;0 <= ... <  102 euro;12;existing credits paid back duly till now;car (new);7472;unknown/ no savings account;unemployed;1;female : divorced/separated/married;none;2;real estate;24;none;rent;1;unemployed/ unskilled  - non-resident;1;none;yes;0
806;... <  0 euro;36;existing credits paid back duly till now;car (new);9271;... <  51 euro;4  <= ... < 7 years;2;male   : single;none;1;(if not optin 1 or 2) car or other, not in attribute;24;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;1
807;0 <= ... <  102 euro;6;existing credits paid back duly till now;radio/television;590;... <  51 euro;... < 1 year;3;male   : married/widowed;none;3;real estate;26;none;own;1;unskilled - resident;1;none;no;0
808;No checking account;12;critical account/other credits existing (not at this bank);radio/television;930;unknown/ no savings account;.. >= 7 years;4;male   : single;none;4;real estate;65;none;own;4;skilled employee / official;1;none;yes;0
809;0 <= ... <  102 euro;42;all credits at this bank paid back duly;car (used);9283;... <  51 euro;unemployed;1;male   : single;none;2;unknown / no property;55;bank;for free;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
810;0 <= ... <  102 euro;15;no credits taken/ all credits paid back duly;car (new);1778;... <  51 euro;... < 1 year;2;female : divorced/separated/married;none;1;real estate;26;none;rent;2;unemployed/ unskilled  - non-resident;1;none;yes;1
811;0 <= ... <  102 euro;8;existing credits paid back duly till now;business;907;... <  51 euro;... < 1 year;3;male   : married/widowed;none;2;real estate;26;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
812;0 <= ... <  102 euro;6;existing credits paid back duly till now;radio/television;484;... <  51 euro;4  <= ... < 7 years;3;male   : married/widowed;guarantor;3;real estate;28;bank;own;1;unskilled - resident;1;none;yes;0
813;... <  0 euro;36;critical account/other credits existing (not at this bank);car (used);9629;... <  51 euro;4  <= ... < 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;24;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;1
814;... <  0 euro;48;existing credits paid back duly till now;domestic appliances;3051;... <  51 euro;1  <= ... < 4 years;3;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;54;none;own;1;skilled employee / official;1;none;yes;1
815;... <  0 euro;48;existing credits paid back duly till now;car (new);3931;... <  51 euro;4  <= ... < 7 years;4;male   : single;none;4;unknown / no property;46;none;for free;1;skilled employee / official;2;none;yes;1
816;0 <= ... <  102 euro;36;delay in paying off in the past;car (new);7432;... <  51 euro;1  <= ... < 4 years;2;female : divorced/separated/married;none;2;(if not real estate) building society savings agreement/ life insurance;54;none;rent;1;skilled employee / official;1;none;yes;0
817;No checking account;6;existing credits paid back duly till now;domestic appliances;1338;255 euro <= ... < 511 euro;1  <= ... < 4 years;1;male   : divorced/separated;none;4;real estate;62;none;own;1;skilled employee / official;1;none;yes;0
818;No checking account;6;critical account/other credits existing (not at this bank);radio/television;1554;... <  51 euro;4  <= ... < 7 years;1;female : divorced/separated/married;none;2;(if not optin 1 or 2) car or other, not in attribute;24;none;rent;2;skilled employee / official;1;yes, registered under the customers name;yes;0
819;... <  0 euro;36;existing credits paid back duly till now;others;15857;... <  51 euro;unemployed;2;male   : divorced/separated;co-applicant;3;(if not optin 1 or 2) car or other, not in attribute;43;none;own;1;management/ self-employed/highly qualified employee/ officer;1;none;yes;0
820;... <  0 euro;18;existing credits paid back duly till now;radio/television;1345;... <  51 euro;1  <= ... < 4 years;4;male   : married/widowed;none;3;real estate;26;bank;own;1;skilled employee / official;1;none;yes;1
821;No checking account;12;existing credits paid back duly till now;car (new);1101;... <  51 euro;1  <= ... < 4 years;3;male   : married/widowed;none;2;real estate;27;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
822;>= 102 euro;12;existing credits paid back duly till now;radio/television;3016;... <  51 euro;1  <= ... < 4 years;3;male   : married/widowed;none;1;(if not optin 1 or 2) car or other, not in attribute;24;none;own;1;skilled employee / official;1;none;yes;0
823;... <  0 euro;36;existing credits paid back duly till now;furniture/equipment;2712;... <  51 euro;.. >= 7 years;2;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;41;bank;own;1;skilled employee / official;2;none;yes;1
824;... <  0 euro;8;critical account/other credits existing (not at this bank);car (new);731;... <  51 euro;.. >= 7 years;4;male   : single;none;4;real estate;47;none;own;2;unskilled - resident;1;none;yes;0
825;No checking account;18;critical account/other credits existing (not at this bank);furniture/equipment;3780;... <  51 euro;... < 1 year;3;male   : divorced/separated;none;2;(if not optin 1 or 2) car or other, not in attribute;35;none;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
826;... <  0 euro;21;critical account/other credits existing (not at this bank);car (new);1602;... <  51 euro;.. >= 7 years;4;male   : married/widowed;none;3;(if not optin 1 or 2) car or other, not in attribute;30;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
827;... <  0 euro;18;critical account/other credits existing (not at this bank);car (new);3966;... <  51 euro;.. >= 7 years;1;female : divorced/separated/married;none;4;real estate;33;bank;rent;3;skilled employee / official;1;yes, registered under the customers name;yes;1
828;No checking account;18;no credits taken/ all credits paid back duly;business;4165;... <  51 euro;1  <= ... < 4 years;2;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;36;stores;own;2;skilled employee / official;2;none;yes;1
829;... <  0 euro;36;existing credits paid back duly till now;car (used);8335;unknown/ no savings account;.. >= 7 years;3;male   : single;none;4;unknown / no property;47;none;for free;1;skilled employee / official;1;none;yes;1
830;0 <= ... <  102 euro;48;delay in paying off in the past;business;6681;unknown/ no savings account;1  <= ... < 4 years;4;male   : single;none;4;unknown / no property;38;none;for free;1;skilled employee / official;2;yes, registered under the customers name;yes;0
831;No checking account;24;delay in paying off in the past;business;2375;255 euro <= ... < 511 euro;1  <= ... < 4 years;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;44;none;own;2;skilled employee / official;2;yes, registered under the customers name;yes;0
832;... <  0 euro;18;existing credits paid back duly till now;car (new);1216;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;3;(if not optin 1 or 2) car or other, not in attribute;23;none;rent;1;skilled employee / official;1;yes, registered under the customers name;yes;1
833;... <  0 euro;45;no credits taken/ all credits paid back duly;business;11816;... <  51 euro;.. >= 7 years;2;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;29;none;rent;2;skilled employee / official;1;none;yes;1
834;0 <= ... <  102 euro;24;existing credits paid back duly till now;radio/television;5084;unknown/ no savings account;.. >= 7 years;2;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;42;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
835;>= 102 euro;15;existing credits paid back duly till now;radio/television;2327;... <  51 euro;... < 1 year;2;female : divorced/separated/married;none;3;real estate;25;none;own;1;unskilled - resident;1;none;yes;1
836;... <  0 euro;12;no credits taken/ all credits paid back duly;car (new);1082;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;48;bank;own;2;skilled employee / official;1;none;yes;1
837;No checking account;12;existing credits paid back duly till now;radio/television;886;unknown/ no savings account;1  <= ... < 4 years;4;female : divorced/separated/married;none;2;(if not optin 1 or 2) car or other, not in attribute;21;none;own;1;skilled employee / official;1;none;yes;0
873;... <  0 euro;24;critical account/other credits existing (not at this bank);business;1382;51 <= ... <  255 euro;4  <= ... < 7 years;4;male   : single;none;1;real estate;26;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
838;No checking account;4;existing credits paid back duly till now;furniture/equipment;601;... <  51 euro;... < 1 year;1;female : divorced/separated/married;none;3;real estate;23;none;rent;1;unskilled - resident;2;none;yes;0
839;... <  0 euro;24;critical account/other credits existing (not at this bank);car (used);2957;... <  51 euro;.. >= 7 years;4;male   : single;none;4;(if not real estate) building society savings agreement/ life insurance;63;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
840;No checking account;24;critical account/other credits existing (not at this bank);radio/television;2611;... <  51 euro;.. >= 7 years;4;male   : married/widowed;co-applicant;3;real estate;46;none;own;2;skilled employee / official;1;none;yes;0
841;... <  0 euro;36;existing credits paid back duly till now;furniture/equipment;5179;... <  51 euro;4  <= ... < 7 years;4;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;29;none;own;1;skilled employee / official;1;none;yes;1
842;No checking account;21;delay in paying off in the past;car (used);2993;... <  51 euro;1  <= ... < 4 years;3;male   : single;none;2;real estate;28;stores;own;2;unskilled - resident;1;none;yes;0
843;No checking account;18;existing credits paid back duly till now;repairs;1943;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;4;real estate;23;none;own;1;skilled employee / official;1;none;yes;1
844;No checking account;24;all credits at this bank paid back duly;business;1559;... <  51 euro;4  <= ... < 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;50;bank;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
845;No checking account;18;existing credits paid back duly till now;furniture/equipment;3422;... <  51 euro;.. >= 7 years;4;male   : single;none;4;(if not real estate) building society savings agreement/ life insurance;47;bank;own;3;skilled employee / official;2;yes, registered under the customers name;yes;0
846;0 <= ... <  102 euro;21;existing credits paid back duly till now;furniture/equipment;3976;unknown/ no savings account;4  <= ... < 7 years;2;male   : single;none;3;(if not optin 1 or 2) car or other, not in attribute;35;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
847;No checking account;18;existing credits paid back duly till now;car (new);6761;unknown/ no savings account;1  <= ... < 4 years;2;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;68;none;rent;2;skilled employee / official;1;none;yes;1
848;No checking account;24;existing credits paid back duly till now;car (new);1249;... <  51 euro;... < 1 year;4;male   : married/widowed;none;2;real estate;28;none;own;1;skilled employee / official;1;none;yes;0
849;... <  0 euro;9;existing credits paid back duly till now;radio/television;1364;... <  51 euro;4  <= ... < 7 years;3;male   : single;none;4;real estate;59;none;own;1;skilled employee / official;1;none;yes;0
850;... <  0 euro;12;existing credits paid back duly till now;radio/television;709;... <  51 euro;.. >= 7 years;4;male   : single;none;4;real estate;57;stores;own;1;unskilled - resident;1;none;yes;1
851;... <  0 euro;20;critical account/other credits existing (not at this bank);car (new);2235;... <  51 euro;1  <= ... < 4 years;4;male   : married/widowed;guarantor;2;(if not real estate) building society savings agreement/ life insurance;33;bank;rent;2;skilled employee / official;1;none;no;1
852;No checking account;24;critical account/other credits existing (not at this bank);car (used);4042;unknown/ no savings account;4  <= ... < 7 years;3;male   : single;none;4;(if not real estate) building society savings agreement/ life insurance;43;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
853;No checking account;15;critical account/other credits existing (not at this bank);radio/television;1471;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;4;unknown / no property;35;none;for free;2;skilled employee / official;1;yes, registered under the customers name;yes;0
854;... <  0 euro;18;all credits at this bank paid back duly;car (new);1442;... <  51 euro;4  <= ... < 7 years;4;male   : single;none;4;unknown / no property;32;none;for free;2;unskilled - resident;2;none;yes;1
855;No checking account;36;delay in paying off in the past;car (new);10875;... <  51 euro;.. >= 7 years;2;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;45;none;own;2;skilled employee / official;2;yes, registered under the customers name;yes;0
856;No checking account;24;existing credits paid back duly till now;car (new);1474;51 <= ... <  255 euro;... < 1 year;4;male   : married/widowed;none;3;real estate;33;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
857;No checking account;10;existing credits paid back duly till now;retraining;894;unknown/ no savings account;4  <= ... < 7 years;4;female : divorced/separated/married;none;3;(if not real estate) building society savings agreement/ life insurance;40;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
858;No checking account;15;critical account/other credits existing (not at this bank);furniture/equipment;3343;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;2;unknown / no property;28;none;for free;1;skilled employee / official;1;yes, registered under the customers name;yes;0
859;... <  0 euro;15;existing credits paid back duly till now;car (new);3959;... <  51 euro;1  <= ... < 4 years;3;female : divorced/separated/married;none;2;(if not real estate) building society savings agreement/ life insurance;29;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;1
860;No checking account;9;existing credits paid back duly till now;car (new);3577;51 <= ... <  255 euro;1  <= ... < 4 years;1;male   : single;guarantor;2;real estate;26;none;rent;1;skilled employee / official;2;none;no;0
861;No checking account;24;critical account/other credits existing (not at this bank);car (used);5804;.. >= 511 euro;1  <= ... < 4 years;4;male   : single;none;2;real estate;27;none;own;2;skilled employee / official;1;none;yes;0
862;No checking account;18;delay in paying off in the past;business;2169;... <  51 euro;1  <= ... < 4 years;4;male   : married/widowed;none;2;(if not optin 1 or 2) car or other, not in attribute;28;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;1
863;... <  0 euro;24;existing credits paid back duly till now;radio/television;2439;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;4;real estate;35;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;1
